Purchase Doc.Num.,Cal. Year/Month,Agreement No Purchas,Automation flag,Direct/Indirect,Material PO text,Material group,Mat.gr.Hier.lvl 1,Material,Vendor,Purchasing group,Catalog Type Ind.,Purchasing doc. type,Company Code,Country of Plant,Counter PO Items,PO Value in Target Currency,PO Net Value in Target Currency,PO Quantity,,,,,,,,,,,,,,,244
P1/2414906479,11.2023,Not assigned,#,I,SEALING;DIAMETER R 190, 146-22501.,23079100,01_TGS,342436,11275591,TCI,#,NB,1554,PR of China,1,"10,862.74","10,862.74",72 PCE,,,,,,,,,,,,,,
P1/2414906496,11.2023,Not assigned,#,I,"DSIV TOC,NH3-N TEST-2023.12",25149290,01_TGS,#,11214283,TCI,#,YK,1554,PR of China,1,"10,834.53","10,834.53",1 AU,,,,,,,,,,,,,,,
P1/2414906573,11.2023,4600013342,X,I,"5P???4_??P?	",22280000,01_TGS,#,7848866,TCI,#,YK,1554,PR of China,1,318.98,318.98,1 AU,,,,,,,,,,,,,,,
P1/2414907651,11.2023,Not assigned,#,I,PURCHASE A HF WELDING MACHINE,32019900,01_TGS,#,11481708,TCS,F,ZAR,1848,PR of China,1,"26,092.16","26,092.16",1 AU,,,,,,,,,,,,,,,
P1/2414907660,11.2023,4600018429,X,D,"SODIUM HYDR. (50% IN W.) 0000,00 KG T01",38100202,01_I&E,441296,11392678,TWD,#,NB,1105,Taiwan,1,"6,899.68","6,899.68","25,000 KG",,,,,,,,,,,,,,,
P1/2414907661,11.2023,4600018429,X,D,"SODIUM HYDR. (50% IN W.) 0000,00 KG T01",38100202,01_I&E,441296,11392678,TWD,#,NB,1105,Taiwan,1,"6,899.68","6,899.68","25,000 KG",,,,,,,,,,,,,,,
P1/2414907671,11.2023,Not assigned,#,I,"TW,1"",150#RF,U=350MM",27200000,01_TGS,751228,5014768,TTI,#,NB,422,Thailand,1,"6,924.83","6,924.83",1 PCE,,,,,,,,,,,,,,,
P1/2414907671,11.2023,Not assigned,#,I,"TW,2"",300#RF,U=3410MM",27200000,01_TGS,751309,5014768,TTI,#,NB,422,Thailand,1,"17,019.67","17,019.67",1 PCE,,,,,,,,,,,,,,,
P1/2414907672,11.2023,Not assigned,#,I,"YC,GLOBE,1""600,A216 WCC,CV5,FC,INSU.",37011001,01_TGS,80417935,5006595,TTI,#,NB,422,Thailand,1,"6,847.37","6,847.37",2 SET,,,,,,,,,,,,,,,
P1/2414907675,11.2023,Not assigned,#,I,"JDN PUSH BUTTON,SWITCH VALVE (BLACK)",37010200,01_TGS,40873405,11248092,TTI,#,NB,422,Thailand,1,"5,467.23","5,467.23",38 PCE,,,,,,,,,,,,,,,
P1/2414907710,11.2023,Not assigned,#,I,"PLC,S7-1500,CM,1542-5,PROFIBUSDP",27242200,01_TGS,342389,7703319,TTI,#,NB,422,Thailand,1,"5,025.87","5,025.87",4 PCE,,,,,,,,,,,,,,,
P1/2414907710,11.2023,Not assigned,#,I,"PLC,S7-1500,CM,PTP RS422/485 HF,15PIN",27242200,01_TGS,342462,7703319,TTI,#,NB,422,Thailand,1,"4,842.22","4,842.22",5 PCE,,,,,,,,,,,,,,,
P1/2414907710,11.2023,Not assigned,#,I,"PLC,S7-1500,CPU,1516-3 PN/DP,PROFINET",27242200,01_TGS,342463,7703319,TTI,#,NB,422,Thailand,1,"12,592.01","12,592.01",3 PCE,,,,,,,,,,,,,,,
P1/2414907710,11.2023,Not assigned,#,I,"PLC,S7-1500,HMI,MTP2200,UNICOM,21.5 INCH",27242200,01_TGS,342456,7703319,TTI,#,NB,422,Thailand,1,"7,883.59","7,883.59",2 PCE,,,,,,,,,,,,,,,
P1/2414907710,11.2023,Not assigned,#,I,"PLC,S7-1500,I/O,AI 8XU/I HS,16 BIT,10V",27242200,01_TGS,342459,7703319,TTI,#,NB,422,Thailand,1,"4,736.51","4,736.51",6 PCE,,,,,,,,,,,,,,,
P1/2414907710,11.2023,Not assigned,#,I,"PLC,S7-1500,I/O,AQ8XU/I HS,SIL2",27242200,01_TGS,342460,7703319,TTI,#,NB,422,Thailand,1,"4,736.51","4,736.51",6 PCE,,,,,,,,,,,,,,,
P1/2414907726,11.2023,Not assigned,#,I,"GSK,MAT:2.4605/GRAPH,1107*1143*4.0 MM.",23070100,01_TGS,85108,5014075,TTI,#,NB,422,Thailand,1,"9,417.23","9,417.23",1 PCE,,,,,,,,,,,,,,,
P1/2414907726,11.2023,Not assigned,#,I,"GSK,MAT:2.4605/GRAPH,1142*1178*4.0 MM.",23070100,01_TGS,85106,5014075,TTI,#,NB,422,Thailand,1,"9,940.41","9,940.41",1 PCE,,,,,,,,,,,,,,,
P1/2414907740,11.2023,Not assigned,#,I,"BEARING,ROLLER,WITH 2 LINEAR,DIA12",23050000,01_TGS,735524,11415141,TTI,#,NB,422,Thailand,1,323.4,323.4,1 PCE,,,,,,,,,,,,,,,
P1/2414907740,11.2023,Not assigned,#,I,"CHAIN GUIDE,VERTICAL HOIST,UB10-HA010",36460000,01_TGS,735559,11415141,TTI,#,NB,422,Thailand,1,"4,301.22","4,301.22",1 PCE,,,,,,,,,,,,,,,
P1/2414907740,11.2023,Not assigned,#,I,"CHAIN,VERTICAL HOIST,30.75 M,UB10-HA010",36460000,01_TGS,735567,11415141,TTI,#,NB,422,Thailand,1,"7,292.67","7,292.67",1 PCE,,,,,,,,,,,,,,,
P1/2414907740,11.2023,Not assigned,#,I,"CLAMPING SET,SCAPER,ML70-ZF010",36520000,01_TGS,735702,11415141,TTI,#,NB,422,Thailand,1,"1,064.28","1,064.28",1 PCE,,,,,,,,,,,,,,,
P1/2414907740,11.2023,Not assigned,#,I,"CONTAINMENT LINER,FL500,FH250,L-25M,LPDE",36520000,01_TGS,735737,11415141,TTI,#,NB,422,Thailand,1,"1,231.08","1,231.08",1 PCE,,,,,,,,,,,,,,,
P1/2414907740,11.2023,Not assigned,#,I,"DRIVE JOURNAL,SCAPER,ML70-ZF010",36520000,01_TGS,735818,11415141,TTI,#,NB,422,Thailand,1,"4,991.14","4,991.14",1 PCE,,,,,,,,,,,,,,,
P1/2414907740,11.2023,Not assigned,#,I,PACKING-TWINPACK MV-DN200-R00506,36520000,01_TGS,736628,11415141,TTI,#,NB,422,Thailand,1,"1,268.90","1,268.90",1 PCE,,,,,,,,,,,,,,,
P1/2414907740,11.2023,Not assigned,#,I,"PROTECTIVE FOIL,ROLL B=70,30M L PTFE-GFK",36520000,01_TGS,736903,11415141,TTI,#,NB,422,Thailand,1,920.49,920.49,1 PCE,,,,,,,,,,,,,,,
P1/2414907740,11.2023,Not assigned,#,I,"ROLL,POLYESTER-ADHESIVE TAPE,B=19,T=0.08",36520000,01_TGS,737195,11415141,TTI,#,NB,422,Thailand,1,213.64,213.64,2 PCE,,,,,,,,,,,,,,,
P1/2414907740,11.2023,Not assigned,#,I,"SAFETY LATCH SET,VERTI. HOIST,UB10-HA010",36460000,01_TGS,737306,11415141,TTI,#,NB,422,Thailand,1,215.6,215.6,1 PCE,,,,,,,,,,,,,,,
P1/2414907740,11.2023,Not assigned,#,I,"SLEEVE,SCAPER,ML70-ZF010",36520000,01_TGS,737438,11415141,TTI,#,NB,422,Thailand,1,"2,781.24","2,781.24",1 PCE,,,,,,,,,,,,,,,
P1/2414907740,11.2023,Not assigned,#,I,"WING,SCAPER,ML70-ZF010",36520000,01_TGS,737675,11415141,TTI,#,NB,422,Thailand,1,"23,466.34","23,466.34",1 PCE,,,,,,,,,,,,,,,
P1/2414907742,11.2023,Not assigned,#,I,"YS,GLOBE,2""600#,A216WCC,CV47,FC,INSU",37011001,01_TGS,332072,5006595,TTI,#,NB,422,Thailand,1,"5,683.56","5,683.56",1 PCE,,,,,,,,,,,,,,,
P1/2414907746,11.2023,Not assigned,#,I,TR53 BAYONET RESISTANCE THERMOMETER,27260000,01_TGS,#,7865748,TTI,#,YK,422,Thailand,2,"15,705.85","15,705.85",40 PCE,,,,,,,,,,,,,,,
P1/2414907769,11.2023,Not assigned,#,#,6SIGMAET,98110107,01_BSP,#,11484237,TCS,F,ZAR,1848,PR of China,1,"23,222.81","23,222.81",1 EA,,,,,,,,,,,,,,,
P1/2414908029,11.2023,Not assigned,#,I,L11 ZE40A-UTX 4D CLOSED BARREL REPAIR,36130100,01_TGS,#,7814276,TCG,#,YK,1705,PR of China,1,"3,616.53","3,616.53",1 AU,,,,,,,,,,,,,,,
P1/2414908029,11.2023,Not assigned,#,I,L11 ZE40A-UTX 4D OPEN BARREL REPAIR,36130100,01_TGS,#,7814276,TCG,#,YK,1705,PR of China,1,"4,058.29","4,058.29",1 AU,,,,,,,,,,,,,,,
P1/2414908058,11.2023,Not assigned,#,I,BOLT 30219499 W&H,36520000,01_TGS,88396,7199978,TCI,#,NB,1554,PR of China,1,85.1,75.31,1 PCE,,,,,,,,,,,,,,,
P1/2414908058,11.2023,Not assigned,#,I,CART 30186183 W&H,36520000,01_TGS,163798,7199978,TCI,#,NB,1554,PR of China,1,"3,847.55","3,404.91",1 PCE,,,,,,,,,,,,,,,
P1/2414908058,11.2023,Not assigned,#,I,LINEAR BEARING 35054492 W&H,36520000,01_TGS,61335070,7199978,TCI,#,NB,1554,PR of China,1,"1,155.19","1,022.29",4 PCE,,,,,,,,,,,,,,,
P1/2414908058,11.2023,Not assigned,#,I,SHAFT 35054495 W&H,36520000,01_TGS,52930,7199978,TCI,#,NB,1554,PR of China,1,405.12,358.52,2 PCE,,,,,,,,,,,,,,,
P1/2414908058,11.2023,Not assigned,#,I,TIMING BELT 35054497 W&H,36520000,01_TGS,61334899,7199978,TCI,#,NB,1554,PR of China,1,"2,619.14","2,317.82",1 PCE,,,,,,,,,,,,,,,
P1/2414908058,11.2023,Not assigned,#,I,WHEEL 35054386 W&H,36520000,01_TGS,61335089,7199978,TCI,#,NB,1554,PR of China,1,"1,000.31",885.23,10 PCE,,,,,,,,,,,,,,,
P1/2414908091,11.2023,Not assigned,#,I,DIAPHRAGM FOR S1F; PA0035,36419100,01_TGS,82968637,11186895,TCI,#,NB,1554,PR of China,1,"7,567.85","7,567.85",10 PCE,,,,,,,,,,,,,,,
P1/2414908151,11.2023,Not assigned,#,#,SIMULIA ABAQUS/CAE EXTENDED,98110107,01_BSP,#,11357940,TCS,F,ZAR,1848,PR of China,1,"44,229.79","44,229.79",1 EA,,,,,,,,,,,,,,,
P1/2414908188,11.2023,4600015357,X,I,URC_CB_INSTALL C100 SHELF,22100100,01_TGS,#,9531494,TCI,#,YM,1554,PR of China,1,"41,585.83","41,585.83",1 AU,,,,,,,,,,,,,,,
P1/2414908721,11.2023,Not assigned,#,I,???V510CA12L6361,27200000,01_TGS,#,7785727,TCI,#,YK,1554,PR of China,1,"7,148.75","7,148.75",1 AU,,,,,,,,,,,,,,,
P1/2414909083,12.2023,Not assigned,X,I,WS004,24200000,01_BSP,#,11362074,TTI,#,ZAR,422,Thailand,1,"3,257.46","3,257.46",6 EA,,,,,,,,,,,,,,,
P1/2414909084,12.2023,Not assigned,X,I,CH001,24200000,01_BSP,#,11362074,TTI,#,ZAR,422,Thailand,1,987.11,987.11,5 EA,,,,,,,,,,,,,,,
P1/2414909084,12.2023,Not assigned,X,I,MM001,24200000,01_BSP,#,11362074,TTI,#,ZAR,422,Thailand,1,370.17,370.17,6 EA,,,,,,,,,,,,,,,
P1/2414909085,12.2023,Not assigned,#,I,CABINET : MFC WHITE HIGH SWING DOOR STO,24200000,01_BSP,#,11362074,TTI,#,ZAR,422,Thailand,1,467.58,467.58,1 EA,,,,,,,,,,,,,,,
P1/2414909085,12.2023,Not assigned,#,I,CABINET : MFC WHITE SWING DOOR STORAGE,24200000,01_BSP,#,11362074,TTI,#,ZAR,422,Thailand,1,675.39,675.39,2 EA,,,,,,,,,,,,,,,
P1/2414909085,12.2023,Not assigned,#,I,CUSTOMIZE SIDE DESK,24200000,01_BSP,#,11362074,TTI,#,ZAR,422,Thailand,1,311.72,311.72,3 EA,,,,,,,,,,,,,,,
P1/2414909085,12.2023,Not assigned,#,I,GLASS BOARD,24200000,01_BSP,#,11362074,TTI,#,ZAR,422,Thailand,1,402.64,402.64,1 EA,,,,,,,,,,,,,,,
P1/2414909085,12.2023,Not assigned,#,I,MOBILE PEDESTAL : MFC WHITE 3 DRAWERS M,24200000,01_BSP,#,11362074,TTI,#,ZAR,422,Thailand,1,701.37,701.37,6 EA,,,,,,,,,,,,,,,
P1/2414909297,12.2023,Not assigned,#,I,DS44assi,23079900,01_TGS,#,7623423,TCI,#,YK,1554,PR of China,1,"24,031.32","24,031.32",1 AU,,,,,,,,,,,,,,,
P1/2414909334,12.2023,Not assigned,#,I,DFTOassigned4AL : MFC WHIT,36200990,01_TGS,#,11395823,TWI,#,FO,1105,Taiwan,1,289.6,289.6,4 AU,,,,,,,,,,,,,,,
P1/2414909334,12.2023,Not assigned,#,I,DFTOassigned4AL : MF,36200990,01_TGS,#,11395823,TWI,#,FO,1105,Taiwan,1,"2,527.38","2,527.38",120 AU,,,,,,,,,,,,,,,
P1/2414909334,12.2023,Not assigned,#,I,DFTOassigned4AL : MFC WH,36200990,01_TGS,#,11395823,TWI,#,FO,1105,Taiwan,1,234.02,234.02,4 AU,,,,,,,,,,,,,,,
P1/2414909334,12.2023,Not assigned,#,I,DFTOassigned4AL : MFC WHITE 3 D,36200990,01_TGS,#,11395823,TWI,#,FO,1105,Taiwan,1,79.57,79.57,4 AU,,,,,,,,,,,,,,,
P1/2414909334,12.2023,Not assigned,#,I,DFTOassigned4AL : MFC WHITE,36200990,01_TGS,#,11395823,TWI,#,FO,1105,Taiwan,1,12.87,12.87,4 AU,,,,,,,,,,,,,,,
P1/2414909334,12.2023,Not assigned,#,I,?4?_(??:?600MM*480MM*50MMT,36200990,01_TGS,#,11395823,TWI,#,FO,1105,Taiwan,1,"1,075.89","1,075.89",12 AU,,,,,,,,,,,,,,,
P1/2414909334,12.2023,Not assigned,#,I,?4?_(??480MM*260MM*20MMT,36200990,01_TGS,#,11395823,TWI,#,FO,1105,Taiwan,1,186.04,186.04,12 AU,,,,,,,,,,,,,,,
P1/2414909346,12.2023,Not assigned,#,I,SPC 20Tigned6M*260MM*20MM,28020000,01_TGS,#,7073648,TCI,#,YK,1554,PR of China,1,"3,325.97","2,943.33",1 AU,,,,,,,,,,,,,,,
P1/2414909346,12.2023,Not assigned,#,I,SPC 6Tsigned6M*260MM*20M,28020000,01_TGS,#,7073648,TCI,#,YK,1554,PR of China,1,"4,041.70","3,576.73",1 AU,,,,,,,,,,,,,,,
P1/2414909379,12.2023,Not assigned,#,I,???)P??b,36430100,01_TGS,#,6093148,TCI,#,YK,1554,PR of China,1,"8,597.76","7,608.63",1 AU,,,,,,,,,,,,,,,
P1/2414909433,12.2023,Not assigned,#,D,SPRAY NOZZLE OF WATER LANCE,20390307,01_IAP,326397,11371565,TCI,#,NB,1554,PR of China,1,"3,586.56","3,586.56",4 SET,,,,,,,,,,,,,,,
P1/2414909459,12.2023,Not assigned,#,#,CST LEASING FOR 1 YEAR,98110107,01_BSP,#,11357940,TCS,F,ZAR,1848,PR of China,1,"34,422.92","34,422.92",1 EA,,,,,,,,,,,,,,,
P1/2414909536,12.2023,Not assigned,#,I,B369 ssigned6OR ,37019900,01_TGS,#,7976212,TCI,#,YK,1554,PR of China,1,"8,388.29","8,388.29",1 AU,,,,,,,,,,,,,,,
P1/2414909542,12.2023,Not assigned,#,I,kx50%,30010200,01_IAP,#,11395823,TWI,#,FO,1105,Taiwan,1,"7,020.50","7,020.50","60,000 KG",,,,,,,,,,,,,,,
P1/2414909585,12.2023,Not assigned,X,D,~ 210*149 BLANK LABEL,20350103,01_IAP,#,7562825,TCD,C,ZAR,1554,PR of China,1,206.23,206.23,"7,000 PCE",,,,,,,,,,,,,,,
P1/2414909611,12.2023,Not assigned,#,I,"FLANGED PIPE 400MM, DN150,I144815",37050000,01_TGS,83091291,1916094,TCI,#,NB,1554,PR of China,1,850,850,1 PCE,,,,,,,,,,,,,,,
P1/2414909611,12.2023,Not assigned,#,I,FLANGED PIPE DN300 PN10 400MM GLASSLINE,37050000,01_TGS,81923400,1916094,TCI,#,NB,1554,PR of China,1,"3,060.00","3,060.00",1 PCE,,,,,,,,,,,,,,,
P1/2414909611,12.2023,Not assigned,#,I,"SPACER DN 150 X 20,I392525",37050000,01_TGS,83092670,1916094,TCI,#,NB,1554,PR of China,1,325,325,1 PCE,,,,,,,,,,,,,,,
P1/2414909611,12.2023,Not assigned,#,I,SPACER DN200 PN10 L40 GLASSLINE,37050000,01_TGS,81924598,1916094,TCI,#,NB,1554,PR of China,1,345,345,1 PCE,,,,,,,,,,,,,,,
P1/2414909642,12.2023,Not assigned,#,I,"GLOBEV,316TI, PN40, 1""  RF",37010200,01_TGS,3704016,5004746,TTI,#,NB,422,Thailand,1,"15,637.89","15,637.89",1 PCE,,,,,,,,,,,,,,,
P1/2414909642,12.2023,Not assigned,#,I,"GLOBEV,316TI, PN40, 1""  RF",37010200,01_TGS,3704008,5004746,TTI,#,NB,422,Thailand,1,"2,961.33","2,961.33",2 PCE,,,,,,,,,,,,,,,
P1/2414909734,12.2023,4600015357,X,I,URC_DPC_INSTALL EPOXY RESIN FLOOR MAINTE,22100100,01_TGS,#,9531494,TCI,#,YM,1554,PR of China,1,"32,197.34","32,197.34",1 AU,,,,,,,,,,,,,,,
P1/2414910568,12.2023,Not assigned,#,#,COVGZ signed8L,98200401,01_BSP,#,7767193,TCG,#,YK,1705,PR of China,1,727.77,727.77,1 AU,,,,,,,,,,,,,,,
P1/2414910569,12.2023,Not assigned,#,#,COVQD signed9L,98200401,01_BSP,#,7767193,TCQ,#,YK,1790,PR of China,1,606.47,606.47,1 AU,,,,,,,,,,,,,,,
P1/2414910728,12.2023,Not assigned,#,I,C172 E251CT31M2646 VFDRE,27020000,01_TGS,#,7804136,TCI,#,YK,1554,PR of China,1,"7,714.31","7,714.31",1 AU,,,,,,,,,,,,,,,
P1/2414910730,12.2023,Not assigned,#,I,IMPELLER FOR FAN TYPE HF R 63-48 RF,36430900,01_TGS,51673,11244753,TCI,#,NB,1554,PR of China,1,"13,121.31","11,611.78",2 PCE,,,,,,,,,,,,,,,
P1/2414910776,12.2023,4600019543,X,D,"SODIUM SULPHATE ANHYDROU 0025,00 KG BG01",38030405,#,446107,11348533,TWD,#,NB,1105,Taiwan,1,"1,227.69","1,227.69","3,000 KG",,,,,,,,,,,,,,,
P1/2414910777,12.2023,4600019543,X,D,"SODIUM SULPHATE ANHYDROU 0025,00 KG BG01",38030405,#,446107,11348533,TWD,#,NB,1105,Taiwan,1,"1,227.69","1,227.69","3,000 KG",,,,,,,,,,,,,,,
P1/2414910782,12.2023,Not assigned,#,I,REPAIR VALVE PM70Y0032,37019900,01_TGS,#,7415803,TCI,#,YK,1554,PR of China,1,"4,877.30","4,877.30",1 AU,,,,,,,,,,,,,,,
P1/2414910797,12.2023,Not assigned,#,D,*z?(,,,,,,,,,,,,,,,,,,,,,,,,,,,,
os? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6\? ?r??) KXPH-12,20030103,01_IAP,#,11348633,TWI,#,FO,1105,Taiwan,1,"5,261.53","5,261.53","1,200 AU",,,,,,,,,,,,,,,,,,,,
P1/2414910797,12.2023,Not assigned,#,D,*z?(,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6\? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?s? ?r??) KXD-12,20030103,01_IAP,#,11348633,TWI,#,FO,1105,Taiwan,1,"1,753.84","1,753.84",400 AU,,,,,,,,,,,,,,,,,,,,
P1/2414910830,12.2023,Not assigned,#,D,"SPRAY NOZZLE, 490.686",20390307,01_IAP,87232310,11371565,TCI,#,NB,1554,PR of China,1,112.64,112.64,2 PCE,,,,,,,,,,,,,,,
P1/2414910860,12.2023,4600018649,X,D,ALUMINUM BOTTLE 1000ML,20070301,01_IAP,329221,11399750,TCD,#,NB,1554,PR of China,1,810,810,600 PCE,,,,,,,,,,,,,,,
P1/2414910874,12.2023,Not assigned,#,I,SCREW SHAFT SEAL MODIFY (MCR) Q:10016984,36130100,01_TGS,#,7186655,TCI,#,YK,1554,PR of China,1,"13,772.72","12,188.24",1 SET,,,,,,,,,,,,,,,
P1/2414910928,12.2023,4600018917,X,I,MORTORIZED VALVE FCV2334G,36430900,01_TGS,80886153,7415091,TCI,#,NB,1554,PR of China,1,123.43,109.23,5 PCE,,,,,,,,,,,,,,,
P1/2414910928,12.2023,4600018917,X,I,MOTORIZED VALVE ACTUATOR MVI421.20/2,36430900,01_TGS,80886242,7415091,TCI,#,NB,1554,PR of China,1,92.04,81.45,2 PCE,,,,,,,,,,,,,,,
P1/2414911145,12.2023,Not assigned,#,I,CALCULATION FOR EXPLOSION SIMULATION_UNI,25141200,01_TGS,#,7198323,TCS,#,YK,1848,PR of China,1,"4,860.02","4,860.02",1 AU,,,,,,,,,,,,,,,
P1/2414911150,12.2023,Not assigned,#,I,ANNUAL PM FOR DC110V UPS,27040000,01_TGS,#,7843204,TCI,#,YK,1554,PR of China,1,"6,553.75","6,553.75",1 AU,,,,,,,,,,,,,,,
P1/2414911199,12.2023,4600015357,X,I,LSC_B193 LAB ADD HEAT EXHAUST DUCTS,22100100,01_TGS,#,9531494,TCI,#,YM,1554,PR of China,1,"13,305.75","13,305.75",1 AU,,,,,,,,,,,,,,,
P1/2414912246,12.2023,Not assigned,#,#,MICROSTATION LICENSE  EXH,98110107,01_BSP,#,11484244,TCI,F,ZAR,1554,PR of China,1,"15,156.53","15,156.53",1 EA,,,,,,,,,,,,,,,
P1/2414912250,12.2023,4600016946,X,D,TOLUENE,39011102,01_STC,442039,1618107,TWD,#,NB,1105,Taiwan,1,"3,865.60","3,681.53","3,440 KG",,,,,,,,,,,,,,,
P1/2414912267,12.2023,Not assigned,#,#,PWC SUPPORT IN HP AUDIT,98200103,01_BSP,#,11417913,TCS,F,ZAR,1848,PR of China,1,"5,415.69","5,415.69",1 AU,,,,,,,,,,,,,,,
P1/2414912349,12.2023,Not assigned,#,I,??T?,36010100,01_TGS,#,7418503,TCI,#,YK,1554,PR of China,1,"20,083.95","20,083.95",1 AU,,,,,,,,,,,,,,,
P1/2414912353,12.2023,4600008495,X,D,~ 149*350 GHS BLANK PP,20350103,01_IAP,87181163,7562825,TCD,#,NB,1554,PR of China,1,"3,274.07","2,897.40","50,000 PCE",,,,,,,,,,,,,,,
P1/2414912353,12.2023,4600008495,X,D,~ 149*350 QS PP,20350103,01_IAP,87181228,7562825,TCD,#,NB,1554,PR of China,1,683.92,605.24,"10,000 PCE",,,,,,,,,,,,,,,
P1/2414912354,12.2023,4600008495,X,D,~ 149*350 SHIPPING PRODUCTION PP,20350103,01_IAP,87181236,7562825,TCD,#,NB,1554,PR of China,1,"1,055.27",933.87,"14,800 PCE",,,,,,,,,,,,,,,
P1/2414912355,12.2023,4600011509,X,D,ZY??? 1.0L,20070203,01_IAP,44282,8006144,TCD,#,NB,1554,PR of China,1,291.03,257.55,500 PCE,,,,,,,,,,,,,,,
P1/2414912365,12.2023,4600018486,X,D,"AMMONIA HYDROXIDE 25%    0000,00 KG T01",38060102,01_I&E,440087,9531521,TCF,#,NB,1175,PR of China,1,"2,947.63","2,947.63","7,000 KG",,,,,,,,,,,,,,,
P1/2414912444,12.2023,Not assigned,#,I,7?K?9,32019900,01_TGS,#,8280254,TCS,F,ZAR,1848,PR of China,1,"2,946.29","2,946.29",1 AU,,,,,,,,,,,,,,,
P1/2414912445,12.2023,Not assigned,#,I,€/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?9,32019900,01_TGS,#,8280254,TCS,F,ZAR,1848,PR of China,1,"1,472.92","1,472.92",1 AU,,,,,,,,,,,,,,,,,,,,
P1/2414912459,12.2023,Not assigned,#,I,OIL ANALYSIS FOR OIL TRANSFORMER,25149290,01_TGS,#,11409712,TCI,#,YK,1554,PR of China,1,"6,266.78","6,266.78",1 AU,,,,,,,,,,,,,,,
P1/2414912463,12.2023,Not assigned,#,I,COV_assigned3,36200990,01_TGS,#,11289366,TCI,#,YK,1554,PR of China,1,"15,069.00","13,335.40",1 SET,,,,,,,,,,,,,,,
P1/2414912662,12.2023,Not assigned,#,I,NOZZLE HOLE DIAMETER 0.65MM,36090000,01_TGS,22202,11358066,TCI,#,NB,1554,PR of China,1,"8,014.50","8,014.50",5 PCE,,,,,,,,,,,,,,,
P1/2414912698,12.2023,Not assigned,#,I,CABLE GLAND,27140000,01_TGS,#,7766110,TCI,#,YK,1554,PR of China,1,"1,866.39","1,866.39",110 PCE,,,,,,,,,,,,,,,
P1/2414912698,12.2023,Not assigned,#,I,SITE SERVICE_EHT TEMPERATURE SENSOR,27140000,01_TGS,#,7766110,TCI,#,YK,1554,PR of China,1,"6,822.68","6,822.68",1 AU,,,,,,,,,,,,,,,
P1/2414912707,12.2023,4600011509,#,D,ZY?v 5L,20090102,01_IAP,81347698,8006144,TCD,#,NB,1554,PR of China,1,94.58,83.7,50 PCE,,,,,,,,,,,,,,,
P1/2414913932,12.2023,Not assigned,#,#,2023 CPCIC SPONSORSHIP,98200503,01_BSP,#,11248250,TCS,F,ZAR,1848,PR of China,1,"25,839.09","25,839.09",1 AU,,,,,,,,,,,,,,,
P1/2414913938,12.2023,Not assigned,#,#,ÿr?Q?????\?9,98200502,01_BSP,#,11322922,TCS,F,ZAR,1848,PR of China,1,"6,330.58","6,330.58",1 AU,,,,,,,,,,,,,,,
P1/2414913946,12.2023,Not assigned,#,#,MEMBERSHIP FEE-WBCP,98200502,01_BSP,#,11265475,TCS,F,ZAR,1848,PR of China,1,"4,477.07","4,477.07",1 AU,,,,,,,,,,,,,,,
P1/2414913950,12.2023,Not assigned,#,I,DS20RW310ned0E-,23079900,01_TGS,#,7623423,TCI,#,YK,1554,PR of China,1,"17,492.84","17,492.84",1 AU,,,,,,,,,,,,,,,
P1/2414913965,12.2023,Not assigned,X,D,H2SO4 signe,38030402,01_I&E,#,8280254,TCD,C,ZAR,1554,PR of China,1,"1,664.67","1,664.67",7 EA,,,,,,,,,,,,,,,
P1/2414913966,12.2023,Not assigned,#,#,NEW SPEOS TESTIG,98200103,01_BSP,#,11481789,TCS,#,YK,1848,PR of China,1,"3,534.59","3,534.59",1 AU,,,,,,,,,,,,,,,
P1/2414914245,12.2023,Not assigned,#,I,"RAMCO PPVD VALVE GARD 300#1"" PLUG VALVE",37010416,01_TGS,#,7198292,TTI,#,YK,422,Thailand,1,"1,784.03","1,784.03",20 EA,,,,,,,,,,,,,,,
P1/2414914245,12.2023,Not assigned,#,I,"RAMCO PPVD VALVE GARD 300#2"" BALL VALVE",37010416,01_TGS,#,7198292,TTI,#,YK,422,Thailand,3,619.16,619.16,4 EA,,,,,,,,,,,,,,,
P1/2414914245,12.2023,Not assigned,#,I,"RAMCO PPVD VALVE GARD 300#2"" PLUG VALVE",37010416,01_TGS,#,7198292,TTI,#,YK,422,Thailand,2,"2,243.16","2,243.16",21 EA,,,,,,,,,,,,,,,
P1/2414914245,12.2023,Not assigned,#,I,"RAMCO PPVD VALVE GARD 300#3"" PLUG VALVE",37010416,01_TGS,#,7198292,TTI,#,YK,422,Thailand,1,"2,466.17","2,466.17",20 EA,,,,,,,,,,,,,,,
P1/2414914391,12.2023,4600006760,X,I,V710-DS22-PA002E ,36419900,01_TGS,#,7529127,TCI,#,YK,1554,PR of China,1,"6,790.87","6,009.62",1 AU,,,,,,,,,,,,,,,
P1/2414914489,12.2023,Not assigned,#,I,WATER ABSORBENT MAT SIZE 100*120 CM.,24200000,01_BSP,#,7206438,TTI,#,NB,422,Thailand,1,94.03,94.03,1 EA,,,,,,,,,,,,,,,
